"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","OCC_SITEID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","TRANSECT_PHOTOS","Oceanography","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","CCA","CORAL","EMA","HAL","I","MA","SC","SED","TURF","N","new.N","CCA_CORAL","BSR"
5877,"LAU-00064",2013,"6/25/2013","SBP1310",NA,"2013","RAMP_BASIC","LAU",-1,"-1",0,10.6,14.2,"CPCE","CT","Timor Leste",0,0,-8.4082283,127.31942022,"Forereef","Mid",5.65371024734982,27.9151943462898,0.706713780918728,0,2.12014134275618,0,4.59363957597173,27.208480565371,31.8021201413428,310,283,33.5689045936396,1.05555555555556
5880,"LAU-00006",2013,"6/26/2013","SBP1310",NA,"2013","RAMP_BASIC","LAU",-1,"-1",0,8.5,11.2,"CPCE","CT","Timor Leste",0,0,-8.44650786,127.32029445,"Forereef","Mid",2.9126213592233,10.0323624595469,2.9126213592233,0,3.23624595469256,0,2.26537216828479,9.06148867313916,69.57928802589,310,309,12.9449838187702,0.186046511627907
5881,"LAU-00071",2013,"6/26/2013","SBP1310",NA,"2013","RAMP_BASIC","LAU",-1,"-1",0,8.9,10,"CPCE","CT","Timor Leste",0,0,-8.44447978,127.34141836,"Forereef","Mid",21.259842519685,15.748031496063,14.5669291338583,0,0.393700787401575,0.393700787401575,0,0.393700787401575,47.244094488189,300,254,37.007874015748,0.776859504132231
5883,"LAU-00011",2013,"6/26/2013","SBP1310",NA,"2013","RAMP_BASIC","LAU",-1,"-1",0,7.3,9.8,"CPCE","CT","Timor Leste",0,0,-8.36461097,127.13461493,"Forereef","Mid",4.76190476190476,8.42490842490843,2.1978021978022,0.366300366300366,2.1978021978022,1.83150183150183,4.76190476190476,34.7985347985348,40.6593406593407,300,273,13.1868131868132,0.310344827586207
5884,"LAU-00010",2013,"6/26/2013","SBP1310",NA,"2013","RAMP_BASIC","LAU",-1,"-1",0,2.1,3,"CPCE","CT","Timor Leste",0,0,-8.36661399,127.11582991,"Forereef","Shallow",5.88235294117647,6.22837370242214,7.95847750865052,0,0,1.03806228373702,0,2.07612456747405,76.8166089965398,300,289,12.1107266435986,0.155555555555556
5885,"LAU-00024",2013,"6/26/2013","SBP1310",NA,"2013","RAMP_BASIC","LAU",-1,"-1",0,3.9,6.1,"CPCE","CT","Timor Leste",0,0,-8.36289394,127.08142882,"Forereef","Shallow",19.5945945945946,26.6891891891892,0.675675675675676,0.675675675675676,14.8648648648649,0.337837837837838,5.06756756756757,0,32.0945945945946,300,296,46.2837837837838,1.42708333333333
5889,"LAU-00029",2013,"6/26/2013","SBP1310",NA,"2013","RAMP_BASIC","LAU",-1,"-1",0,8.6,15,"CPCE","CT","Timor Leste",0,0,-8.36219665,127.07516905,"Forereef","Mid",4.95049504950495,33.993399339934,33.003300330033,1.32013201320132,2.97029702970297,0.33003300330033,7.59075907590759,0,15.8415841584158,310,303,38.9438943894389,2.40816326530612
5891,"DIL-00001",2013,"6/27/2013","SBP1310",NA,"2013","RAMP_BASIC","DIL",-1,"-1",0,5,6,"CPCE","CT","Timor Leste",0,0,-8.49514,125.81259493,"Forereef","Shallow",5.32319391634981,23.1939163498099,0.380228136882129,0,0.760456273764259,0,36.1216730038023,12.1673003802281,22.0532319391635,310,263,28.5171102661597,1.29310344827586
5894,"DIL-00012",2013,"6/27/2013","SBP1310",NA,"2013","RAMP_BASIC","DIL",-1,"-1",0,9.7,15.7,"CPCE","CT","Timor Leste",0,0,-8.51266094,125.74400749,"Forereef","Mid",2.38907849829352,13.3105802047782,2.73037542662116,0.341296928327645,2.04778156996587,0,17.0648464163823,38.2252559726962,23.8907849829352,310,293,15.6996587030717,0.657142857142857
5895,"MAN-00037",2013,"6/27/2013","SBP1310",NA,"2013","RAMP_BASIC","MAN",-1,"-1",0,2.1,2.7,"CPCE","CT","Timor Leste",0,0,-8.47492126,125.8490961,"Forereef","Shallow",1.32450331125828,43.3774834437086,0.662251655629139,0,0,0.33112582781457,26.158940397351,3.3112582781457,24.8344370860927,310,302,44.7019867549669,1.77631578947368
5896,"DIL-00031",2013,"6/27/2013","SBP1310",NA,"2013","RAMP_BASIC","DIL",-1,"-1",0,3,3.9,"CPCE","CT","Timor Leste",0,0,-8.49944537,125.79145661,"Forereef","Shallow",4.82758620689655,12.4137931034483,0,0,0.344827586206897,0,53.448275862069,9.6551724137931,19.3103448275862,300,290,17.2413793103448,0.892857142857143
5897,"DIL-00032",2013,"6/27/2013","SBP1310",NA,"2013","RAMP_BASIC","DIL",-1,"-1",0,8.2,13.3,"CPCE","CT","Timor Leste",0,0,-8.50041163,125.77541188,"Forereef","Mid",3.01003344481605,12.3745819397993,1.33779264214047,0,4.0133779264214,1.00334448160535,10.7023411371237,1.33779264214047,66.2207357859532,310,299,15.3846153846154,0.228855721393035
5898,"MAN-00034",2013,"6/27/2013","SBP1310",NA,"2013","RAMP_BASIC","MAN",-1,"-1",0,10.1,17.9,"CPCE","CT","Timor Leste",0,0,-8.4735452,125.86025259,"Forereef","Mid",2.31023102310231,2.31023102310231,0,0.33003300330033,6.93069306930693,0,2.64026402640264,15.5115511551155,69.96699669967,310,303,4.62046204620462,0.0660377358490566
5899,"KUR-00050",2013,"7/12/2013","SE1305",NA,"2013","RAMP_BASIC","Kure",0,"-1",1,15,16,"CPCE","NWHI","Kure",0,0,28.42248,-178.37646,"Forereef","Mid",2.4822695035461,1.06382978723404,1.77304964539007,0,0,18.4397163120567,0,1.77304964539007,74.468085106383,320,282,3.54609929078014,0.0381679389312977
5900,"KUR-00051",2013,"7/12/2013","SE1305","OCC-KUR-013","2013","RAMP_BASIC","Kure",0,"-1",1,14,15,"CPCE","NWHI","Kure",0,0,28.40908,-178.37808,"Forereef","Mid",1.03448275862069,7.24137931034483,0.689655172413793,0,0,6.20689655172414,0,1.72413793103448,83.1034482758621,320,290,8.27586206896552,0.0926640926640927
5901,"KUR-00052",2013,"7/12/2013","SE1305",NA,"2013","RAMP_BASIC","Kure",0,"-1",1,15,18,"CPCE","NWHI","Kure",0,0,28.38506,-178.34087,"Forereef","Mid",0.367647058823529,5.88235294117647,0.367647058823529,0,0,8.08823529411765,0,1.10294117647059,84.1911764705882,310,272,6.25,0.0677290836653386
5902,"KUR-00053",2013,"7/13/2013","SE1305","OCC-KUR-002","2013","RAMP_BASIC","Kure",0,"-1",1,15,18,"CPCE","NWHI","Kure",0,0,28.4529,-178.34706,"Forereef","Mid",3.63636363636364,11.6363636363636,0.727272727272727,0,0,4,0,1.45454545454545,78.5454545454545,320,275,15.2727272727273,0.185022026431718
5903,"KUR-00054",2013,"7/13/2013","SE1305",NA,"2013","RAMP_BASIC","Kure",0,"-1",1,16,20,"CPCE","NWHI","Kure",0,0,28.43037,-178.28523,"Forereef","Mid",0,4.52961672473868,0,0,0,6.62020905923345,0,8.71080139372822,80.1393728222996,320,287,4.52961672473868,0.0522088353413655
5907,"KUR-00033",2013,"7/14/2013","SE1305",NA,"2013","RAMP_BASIC","Kure",0,"-1",1,14,16,"CPCE","NWHI","Kure",-1,0,28.416767,-178.378433,"Forereef","Mid",0,1.4760147601476,0,0,0,34.3173431734317,0,0.738007380073801,63.4686346863469,310,271,1.4760147601476,0.0150943396226415
5908,"KUR-00012",2013,"7/14/2013","SE1305",NA,"2013","RAMP_BASIC","Kure",0,"-1",1,10,14,"CPCE","NWHI","Kure",-1,0,28.382517,-178.324733,"Forereef","Mid",0,20.327868852459,0.983606557377049,0,0,40.9836065573771,0,0.327868852459016,37.3770491803279,340,305,20.327868852459,0.259414225941423
5909,"MAI-00430",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,18,22,"CPCE","MHI","Maui",0,0,20.76041579,-156.48108973,"Forereef","Deep",1.15384615384615,60,3.46153846153846,0,0,6.92307692307692,0,1.15384615384615,27.3076923076923,300,260,61.1538461538462,1.78651685393258
5910,"MAI-00447",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,4.3,5.5,"CPCE","MHI","Maui",0,0,20.75611412,-156.46477721,"Forereef","Shallow",0.337837837837838,43.9189189189189,0,0,0.337837837837838,0,0,3.37837837837838,52.027027027027,300,296,44.2567567567568,0.850649350649351
5911,"MAI-00587",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,11,15,"CPCE","MHI","Maui",0,0,20.71946718,-156.45784772,"Forereef","Mid",12.4113475177305,53.1914893617021,1.41843971631206,0,0,0.354609929078014,0,0,32.6241134751773,310,282,65.6028368794326,1.98924731182796
5913,"MAI-00438",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,16.2,16.4,"CPCE","MHI","Maui",0,0,20.67285877,-156.44863584,"Forereef","Mid",0.307692307692308,14.1538461538462,0.307692307692308,0,0,0.615384615384615,0,22.7692307692308,61.8461538461539,330,325,14.4615384615385,0.231527093596059
5914,"MAI-00439",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,12,13,"CPCE","MHI","Maui",0,0,20.58949663,-156.41570359,"Forereef","Mid",0.694444444444444,12.8472222222222,0,0,0,0,0,0.347222222222222,86.1111111111111,300,288,13.5416666666667,0.157258064516129
5915,"MAI-00432",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,19,20.4,"CPCE","MHI","Maui",0,0,20.7086873,-156.45577873,"Forereef","Deep",2.58620689655172,53.8793103448276,0.862068965517241,0,0,0.431034482758621,0,0,42.2413793103448,250,232,56.4655172413793,1.32323232323232
5916,"MAI-00449",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,2.7,3.9,"CPCE","MHI","Maui",0,0,20.73140896,-156.45860209,"Forereef","Shallow",3.37837837837838,42.9054054054054,0,0,0,0,0,0,53.7162162162162,300,296,46.2837837837838,0.861635220125786
5917,"MAI-00435",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,9,11.8,"CPCE","MHI","Maui",0,0,20.64671637,-156.44700062,"Forereef","Mid",0.955414012738854,36.9426751592357,1.27388535031847,0,0,1.27388535031847,0,1.27388535031847,58.2802547770701,320,314,37.8980891719745,0.636363636363636
5918,"MAI-00441",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,8.8,10.9,"CPCE","MHI","Maui",0,0,20.63803112,-156.4528682,"Forereef","Mid",0.318471337579618,23.2484076433121,0.318471337579618,0,0,0.955414012738854,0,14.3312101910828,60.828025477707,320,314,23.5668789808917,0.381443298969072
5919,"MAI-00433",2013,"8/2/2013","HA1304",NA,"2013-15","RAMP_BASIC","MAI_KIHEI",0,"-1",0,3.9,5.2,"CPCE","MHI","Maui",0,0,20.64979387,-156.44357225,"Forereef","Shallow",0,31.1111111111111,0,0,0,0,0,5.71428571428571,63.1746031746032,320,315,31.1111111111111,0.492462311557789
5920,"MAI-01587",2013,"8/2/2013","HA1304",NA,"2013","RAMP_BASIC","MAI_KIHEI",0,"-1",0,14.02011582,14.9344712,"CPCE","MHI","Maui",0,0,20.71970028,-156.45817604,"Forereef","Mid",10.9965635738832,49.1408934707904,1.03092783505155,0,1.71821305841924,0,0,0,37.1134020618557,300,291,60.1374570446735,1.62037037037037
5922,"MAI-01449",2013,"8/2/2013","HA1304",NA,"2013","RAMP_BASIC","MAI_KIHEI",0,"-1",0,4.876562024,5.486132277,"CPCE","MHI","Maui",0,0,20.73105164,-156.45834158,"Forereef","Shallow",0,35.8974358974359,0,0,0,0,0,1.46520146520147,62.6373626373626,290,273,35.8974358974359,0.573099415204678
5923,"HAW-00416",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,9.4,10.9,"CPCE","MHI","Hawaii",0,0,20.22456148,-155.73706063,"Forereef","Mid",3.54838709677419,4.83870967741935,0.32258064516129,0,0,0,0,0.645161290322581,90.6451612903226,310,310,8.38709677419355,0.0925266903914591
5924,"HAW-00402",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,27.3,30,"CPCE","MHI","Hawaii",0,0,20.24326519,-155.7588726,"Forereef","Deep",0.66006600660066,2.31023102310231,0,0,0,0.33003300330033,0,0.99009900990099,95.7095709570957,310,303,2.97029702970297,0.0309278350515464
5925,"HAW-00469",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,5,5.2,"CPCE","MHI","Hawaii",0,0,20.24433305,-155.77398232,"Forereef","Shallow",1.68350168350168,0.336700336700337,0,0,0,10.4377104377104,0,7.74410774410774,79.7979797979798,300,297,2.02020202020202,0.0223880597014925
5926,"HAW-00468",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,4.2,5.8,"CPCE","MHI","Hawaii",0,0,20.24934433,-155.7970292,"Forereef","Shallow",0.632911392405063,2.53164556962025,0.316455696202532,0,0,0,0,6.9620253164557,89.5569620253165,320,316,3.16455696202532,0.0353356890459364
5927,"HAW-00433",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,13.3,13.9,"CPCE","MHI","Hawaii",0,0,20.26168551,-155.82469585,"Forereef","Mid",0.630914826498423,3.15457413249211,0.315457413249211,0,0,0.630914826498423,0,7.25552050473186,88.01261829653,320,317,3.78548895899054,0.0427046263345196
5928,"HAW-00398",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,22.7,25.8,"CPCE","MHI","Hawaii",0,0,20.27029943,-155.84218847,"Forereef","Deep",4.20711974110032,1.29449838187702,1.29449838187702,0,0,1.94174757281553,0,1.29449838187702,89.9676375404531,310,309,5.50161812297735,0.0598591549295775
5929,"HAW-00397",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,21.6,23.6,"CPCE","MHI","Hawaii",0,0,20.19749522,-155.70913447,"Forereef","Deep",0,2.53164556962025,0.632911392405063,0,0,0,0,9.81012658227848,87.0253164556962,320,316,2.53164556962025,0.0290909090909091
5930,"HAW-00431",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,10.7,13.5,"CPCE","MHI","Hawaii",0,0,20.19613224,-155.71175289,"Forereef","Mid",0.980392156862745,2.28758169934641,0.980392156862745,0,0,2.28758169934641,0,33.9869281045752,59.4771241830065,310,306,3.26797385620915,0.0529100529100529
5931,"HAW-00448",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,11,13.9,"CPCE","MHI","Hawaii",0,0,20.25059533,-155.7924614,"Forereef","Mid",3.05810397553517,21.1009174311927,2.14067278287462,0,0,0.305810397553517,0,1.52905198776758,71.8654434250764,330,327,24.1590214067278,0.334745762711864
5932,"HAW-00395",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,24,27,"CPCE","MHI","Hawaii",0,0,20.25749448,-155.80384419,"Forereef","Deep",0.324675324675325,4.22077922077922,0,0,0,0,0,3.8961038961039,91.5584415584416,310,308,4.54545454545455,0.049645390070922
5933,"HAW-00407",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,13.6,15.5,"CPCE","MHI","Hawaii",0,0,20.26759828,-155.84732381,"Forereef","Mid",0.649350649350649,1.62337662337662,0.649350649350649,0,0,0.974025974025974,0,19.1558441558442,76.9480519480519,310,308,2.27272727272727,0.0291666666666667
5934,"HAW-00460",2013,"8/3/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,5.5,6,"CPCE","MHI","Hawaii",0,0,20.24361681,-155.88990362,"Forereef","Shallow",0,0.940438871473354,0.313479623824451,0,0,0,0,3.76175548589342,94.9843260188088,330,319,0.940438871473354,0.0099009900990099
5936,"HAW-01402",2013,"8/3/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,20.11581835,22.24931423,"CPCE","MHI","Hawaii",0,0,20.2405,-155.75785,"Forereef","Deep",2.40963855421687,1.60642570281124,0,0,0,0,0,5.22088353413655,90.7630522088353,260,249,4.01606425702811,0.0442477876106195
5937,"HAW-01411",2013,"8/3/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,NA,12.80097531,"CPCE","MHI","Hawaii",0,0,20.23514229,-155.75178922,"Forereef","Mid",3.65448504983389,8.30564784053156,1.66112956810631,0,0.332225913621262,0,0,0,86.046511627907,310,301,11.9601328903654,0.138996138996139
5938,"HAW-01468",2013,"8/3/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,NA,6.400487656,"CPCE","MHI","Hawaii",0,0,20.24428267,-155.89005483,"Forereef","Shallow",2.34113712374582,12.0401337792642,0,0,0,0,0,5.01672240802676,80.6020066889632,320,299,14.38127090301,0.178423236514523
5939,"HAW-01448",2013,"8/3/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,12.80097531,13.71533069,"CPCE","MHI","Hawaii",0,0,20.25085609,-155.79183745,"Forereef","Mid",1.3840830449827,15.2249134948097,0.69204152249135,0,0,0,0,0.69204152249135,82.0069204152249,300,289,16.6089965397924,0.20253164556962
5942,"HAW-01476",2013,"8/3/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_HAMAKUA",0,"-1",0,5.486132277,6.09570253,"CPCE","MHI","Hawaii",0,0,20.26737649,-155.86296746,"Forereef","Shallow",3.886925795053,15.9010600706714,1.06007067137809,0,0,0.353356890459364,0,0,78.7985865724382,300,283,19.7879858657244,0.25
5945,"HAW-00041",2013,"8/3/2013","HA1304","OCC-HAW-002","2013",NA,"HAW_HAMAKUA",0,"-1",1,14.02011582,14.02011582,"CPCE","MHI","Hawaii",0,-1,20.26828,-155.8604,"UNKNOWN","UNKNOWN",0,2.90909090909091,0.727272727272727,0,0,2.54545454545455,0,3.27272727272727,90.5454545454545,300,275,2.90909090909091,0.03125
5946,"HAW-00042",2013,"8/3/2013","HA1304",NA,"2013",NA,"HAW_HAMAKUA",0,"-1",1,13.71533069,13.71533069,"CPCE","MHI","Hawaii",-1,0,20.24913,-155.89095,"UNKNOWN","UNKNOWN",8.67924528301887,19.622641509434,6.0377358490566,0,0,3.0188679245283,0,1.50943396226415,61.1320754716981,300,265,28.3018867924528,0.441176470588235
5948,"HAW-01566",2013,"8/4/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_KONA",0,"-1",0,13.41054557,13.41054557,"CPCE","MHI","Hawaii",0,0,19.16065933,-155.91548335,"Forereef","Mid",4.1522491349481,41.1764705882353,2.07612456747405,0,0.346020761245675,0,0,5.19031141868512,47.0588235294118,300,289,45.3287197231834,0.963235294117647
5949,"HAW-00765",2013,"8/4/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_KONA",0,"-1",0,23.8,28.8,"CPCE","MHI","Hawaii",0,0,19.12053332,-155.92019339,"Forereef","Deep",1.2779552715655,26.517571884984,1.59744408945687,0,0,0.638977635782748,0,1.91693290734824,68.0511182108626,320,313,27.7955271565495,0.404651162790698
5950,"HAW-00506",2013,"8/4/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_KONA",0,"-1",0,17.6,18.2,"CPCE","MHI","Hawaii",0,0,19.13674979,-155.91901883,"Forereef","Mid",34.7266881028939,42.1221864951768,3.21543408360129,0,0,0.321543408360129,0,0,19.6141479099678,330,311,76.8488745980707,3.85483870967742
5951,"HAW-00487",2013,"8/4/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_KONA",0,"-1",0,4,6.1,"CPCE","MHI","Hawaii",0,0,19.15302216,-155.91550673,"Forereef","Shallow",5.93471810089021,13.946587537092,0.29673590504451,0,0,1.18694362017804,0,0.593471810089021,78.0415430267062,340,337,19.8813056379822,0.250936329588015
5952,"HAW-00043",2013,"8/4/2013","HA1304","OCC-HAW-010","2013",NA,"HAW_KONA",0,"-1",1,14.3,14.3,"CPCE","MHI","Hawaii",0,-1,19.24432,-155.90024,"UNKNOWN","UNKNOWN",6.8,34.8,3.2,0,0,1.6,0,0,53.6,280,250,41.6,0.753623188405797
5953,"HAW-00044",2013,"8/5/2013","HA1304",NA,"2013",NA,"HAW_PUNA",0,"-1",1,13.10576044,13.10576044,"CPCE","MHI","Hawaii",-1,0,19.74696,-155.05803,"UNKNOWN","UNKNOWN",8.75,52.9166666666667,3.33333333333333,0.416666666666667,0,0.416666666666667,0,0,34.1666666666667,280,240,61.6666666666667,1.78313253012048
5954,"HAW-00045",2013,"8/5/2013","HA1304",NA,"2013",NA,"HAW_PUNA",0,"-1",1,12.80097531,12.80097531,"CPCE","MHI","Hawaii",-1,0,19.66471,-154.97473,"UNKNOWN","UNKNOWN",1.88679245283019,10.188679245283,2.26415094339623,0,0,0,0,3.0188679245283,82.6415094339623,300,265,12.0754716981132,0.146118721461187
5955,"HAW-01631",2013,"8/5/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_PUNA",0,"-1",0,NA,24.38281012,"CPCE","MHI","Hawaii",0,0,19.8325335,-155.08038042,"Forereef","Deep",0.342465753424658,6.50684931506849,1.71232876712329,0,0,0,0,16.0958904109589,75.3424657534247,300,292,6.84931506849315,0.0909090909090909
5956,"HAW-01643",2013,"8/5/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_PUNA",0,"-1",0,NA,13.41054557,"CPCE","MHI","Hawaii",0,0,19.74481596,-155.05385815,"Forereef","Mid",22.5352112676056,34.1549295774648,4.92957746478873,0,0,0.352112676056338,0,0,38.0281690140845,290,284,56.6901408450704,1.47706422018349
5957,"HAW-01748",2013,"8/5/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_PUNA",0,"-1",0,3.962206644,6.705272783,"CPCE","MHI","Hawaii",0,0,19.7366633,-155.01567632,"Forereef","Shallow",20.9219858156028,21.9858156028369,1.06382978723404,0,0,0.354609929078014,0,0,55.6737588652482,290,282,42.9078014184397,0.765822784810127
5958,"HAW-00631",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,22.3,24.5,"CPCE","MHI","Hawaii",0,0,19.8325335,-155.08038042,"Forereef","Deep",2.07715133531157,4.15430267062314,0,0,0,0.29673590504451,0,4.15430267062314,89.3175074183976,340,337,6.23145400593472,0.0695364238410596
5959,"HAW-00643",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,10.7,11.9,"CPCE","MHI","Hawaii",0,0,19.74481596,-155.05385815,"Forereef","Mid",13.1410256410256,40.0641025641026,3.84615384615385,0,0,0.32051282051282,0,0,42.6282051282051,330,312,53.2051282051282,1.23880597014925
5960,"HAW-00748",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,2.4,5.8,"CPCE","MHI","Hawaii",0,0,19.7366633,-155.01567632,"Forereef","Shallow",17.3913043478261,11.5942028985507,4.05797101449275,0,0.289855072463768,0.289855072463768,0,0.289855072463768,66.0869565217391,350,345,28.9855072463768,0.436681222707424
5961,"HAW-00629",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,22.3,23.9,"CPCE","MHI","Hawaii",0,0,19.74557402,-155.02553319,"Forereef","Deep",19.811320754717,25.1572327044025,11.0062893081761,0,0,3.14465408805031,0,0,40.8805031446541,340,318,44.9685534591195,1.02142857142857
5962,"HAW-00640",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,10.9,12,"CPCE","MHI","Hawaii",0,0,19.74691001,-155.05798113,"Forereef","Mid",20.2090592334495,39.7212543554007,3.13588850174216,0,0,0.348432055749129,0,0,36.5853658536585,300,287,59.9303135888502,1.62264150943396
5963,"HAW-00649",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,12,12.7,"CPCE","MHI","Hawaii",0,0,19.66451297,-154.97484572,"Forereef","Mid",4.27631578947368,12.5,0.328947368421053,0,0,0.328947368421053,0,0,82.5657894736842,310,304,16.7763157894737,0.202380952380952
5964,"HAW-00632",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,22.5,23,"CPCE","MHI","Hawaii",0,0,19.74418798,-155.0468021,"Forereef","Deep",3.92156862745098,78.1512605042017,0.840336134453782,0,0,1.12044817927171,0,0,15.9663865546218,360,357,82.0728291316527,4.80327868852459
5965,"HAW-00664",2013,"8/5/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,4,6.3,"CPCE","MHI","Hawaii",0,0,19.77316163,-155.0877632,"Forereef","Shallow",21.523178807947,15.5629139072848,16.887417218543,0,0.662251655629139,0.33112582781457,0,0,45.0331125827815,310,302,37.0860927152318,0.817518248175182
5969,"HAW-01757",2013,"8/6/2013","HA1304",NA,"2013","RAMP_BASIC","HAW_PUNA",0,"-1",0,14.02011582,17.37275221,"CPCE","MHI","Hawaii",0,0,19.36768128,-154.95368812,"Forereef","Mid",1.41843971631206,16.6666666666667,1.41843971631206,0,1.06382978723404,0.354609929078014,0,9.21985815602837,69.8581560283688,300,282,18.0851063829787,0.257575757575758
5970,"HAW-00642",2013,"8/6/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,13.4,15.2,"CPCE","MHI","Hawaii",0,0,19.46009243,-154.83479544,"Forereef","Mid",11.1111111111111,13.6507936507937,5.3968253968254,0,0.317460317460317,2.53968253968254,0,0.317460317460317,66.6666666666667,320,315,24.7619047619048,0.357798165137615
5971,"HAW-00625",2013,"8/6/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,18.3,25.5,"CPCE","MHI","Hawaii",0,0,19.44146164,-154.85740176,"Forereef","Deep",8.03571428571429,7.44047619047619,5.65476190476191,0,0,0.297619047619048,0,0.297619047619048,78.2738095238095,340,336,15.4761904761905,0.196969696969697
5972,"HAW-00648",2013,"8/6/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,9.4,13,"CPCE","MHI","Hawaii",0,0,19.40856803,-154.90092865,"Forereef","Mid",5.5045871559633,13.4556574923547,0.917431192660551,0,1.22324159021407,0.917431192660551,0,9.78593272171254,68.1957186544342,330,327,18.960244648318,0.274336283185841
5973,"HAW-00754",2013,"8/6/2013","HA1304",NA,"2013-15","RAMP_BASIC","HAW_PUNA",0,"-1",0,11.2,15.2,"CPCE","MHI","Hawaii",0,0,19.38144528,-154.93578195,"Forereef","Mid",6.11620795107034,19.5718654434251,2.75229357798165,0,1.8348623853211,0,0,0.611620795107034,69.1131498470948,330,327,25.6880733944954,0.371681415929204
